customer_id,age,gender,marital_status,education_level,dependent_count,occupation_type,annual_income,income_band,income_category,city_tier,region,customer_segment,tenure_months,onboarding_channel,relationship_type,number_of_products,primary_account_type,card_category,customer_lifetime_value,loyalty_program_member,referral_count,last_contacted_days,relationship_manager_assigned,avg_monthly_balance,current_balance,balance_decline_percentage,monthly_transaction_count,monthly_transaction_value,cash_withdrawal_count,upi_transaction_count,debit_card_transaction_count,net_banking_transaction_count,account_inactive_days,total_trans_amt,total_trans_count,total_amt_chng_q4_q1,total_ct_chng_q4_q1,avg_open_to_buy,total_revolving_bal,savings_account_flag,current_account_flag,credit_card_flag,personal_loan_flag,home_loan_flag,auto_loan_flag,fixed_deposit_flag,investment_product_flag,insurance_product_flag,demat_account_flag,credit_card_limit,credit_card_spend,credit_utilization_ratio,minimum_due_paid_flag,late_credit_card_payment_count,loan_outstanding_amount,emi_amount,emi_payment_delay_count,loan_default_risk_score,prepayment_flag,mobile_app_login_count,website_login_count,digital_transaction_ratio,last_login_days,failed_login_count,app_rating_given,paperless_statement_enabled,digital_service_usage_score,mobile_banking_active_flag,email_open_rate,total_complaints,complaint_resolution_time,unresolved_complaint_count,branch_visit_count,call_center_interaction_count,relationship_manager_interaction_count,service_request_count,escalation_count,satisfaction_score,nps_score,campaign_received_count,campaign_response_count,cross_sell_offer_count,upsell_offer_count,retention_offer_received,retention_offer_accepted,last_campaign_response_days,discount_or_fee_waiver_received,competitor_bank_offer_awareness,customer_feedback_sentiment,monthly_income_estimate,credit_utilization_3m_avg,credit_utilization_6m_avg,avg_quarterly_balance,total_digital_logins,debt_to_income_ratio,digital_engagement_index,churn_probability,risk_level,retention_strategy
136700,59,Male,Single,High School,2,Salaried,83222,Upper-Middle,$80K - $120K,Tier 2,Central,Affluent,54,Online,Savings Only,3,Savings,Blue,10219.96,0,0,8,0,2106.0,2699.0,15.64,3,221.5,2,11,10,2,60,2658,43,0.889,0.344,395.0,2396,1,0,1,0,1,0,1,1,0,0,2791,1175.0,0.858,0,2,107942.0,2654.0,0,16.9,0,14,3,0.92,25,1,,0,52.5,1,0.425,3,3,2,3,2,0,4,0,4.6,14,5,0,0,1,1,0,163,0,Medium,Negative,5759,0.763,0.624,6294.0,17,0.3827,45.5,0.9958165,HIGH,Priority complaint resolution | Digital engagement campaign | Cashback and rewards offer
137705,53,Female,Single,Uneducated,2,Business Owner,20480,Low,Less than $40K,Tier 3,North,Affluent,45,Mobile App,Lending,1,Savings,Blue,3101.07,1,1,187,1,29241.0,22070.0,15.46,2,81.08,5,12,6,7,50,973,25,1.019,0.923,463.0,1518,1,0,1,0,0,1,0,1,0,0,1981,643.0,0.766,1,1,73413.0,1718.0,2,56.3,0,6,8,0.833,1,2,,0,46.2,1,0.313,4,9,1,2,1,1,1,1,3.7,-13,6,0,2,1,0,0,122,1,Medium,Negative,1476,0.668,0.536,92649.0,14,1.0066,34.3,0.98377925,HIGH,Digital engagement campaign | Cashback and rewards offer | Relationship manager intervention
140623,39,Female,Married,Uneducated,1,Salaried,54658,Middle,$40K - $60K,Tier 3,West,Affluent,27,Online,Lending,3,Current,Blue,1993.6,0,0,28,0,5888.0,4406.0,-1.06,2,199.75,1,6,10,9,92,2397,35,0.704,0.296,2096.0,725,1,0,1,0,0,0,0,0,1,0,2821,1353.0,0.257,0,2,0.0,0.0,0,17.7,0,19,5,0.962,27,7,4.6,0,54.0,1,0.11,1,5,0,0,3,0,1,0,2.4,-4,5,0,0,2,0,0,97,0,High,Neutral,5166,0.223,0.286,18047.0,24,0.0,47.2,0.9929599,HIGH,Cashback and rewards offer
133532,39,Male,Married,Graduate,1,Self-Employed,93733,Upper-Middle,$80K - $120K,Tier 2,East,Affluent,36,Online,Lending,2,Savings,Blue,10865.6,0,0,77,1,11055.0,9185.0,3.87,6,712.42,1,17,2,4,62,8549,73,0.94,0.78,24239.0,0,1,0,1,0,0,0,0,0,0,0,24239,6083.0,0.0,1,2,0.0,0.0,0,36.9,0,15,3,0.958,22,0,3.7,0,54.6,1,0.213,1,1,0,1,3,0,6,0,4.3,62,2,0,0,1,0,0,102,0,High,Negative,7669,0.0,0.158,33126.0,18,0.0,42.8,0.9835892,HIGH,Digital engagement campaign | Cashback and rewards offer
137766,38,Male,Married,Graduate,2,Business Owner,62820,Middle,$60K - $80K,Tier 2,North,Affluent,36,Branch,Investment,2,Current,Blue,8568.94,1,0,12,1,2848.0,2317.0,9.53,3,137.58,2,11,5,5,111,1651,42,0.461,0.5,1438.3,0,0,0,1,1,1,0,0,1,0,0,1438,1046.0,0.0,0,3,59212.0,1602.0,3,65.0,0,12,8,0.913,25,2,,0,50.5,1,0.161,1,3,0,5,2,0,1,0,4.1,-11,6,0,0,1,1,0,24,0,High,Neutral,4153,0.0,0.048,8848.0,20,0.306,38.2,0.99805874,HIGH,Cashback and rewards offer
140544,37,Female,Married,Unknown,2,Salaried,74679,Middle,Unknown,Tier 3,North,Affluent,21,Branch,Lending,2,Salary,Silver,4300.52,0,0,23,0,5678.0,7674.0,27.5,5,619.33,4,12,9,3,88,7432,64,0.91,0.641,31718.0,0,1,0,1,0,0,0,0,0,1,0,31718,5860.0,0.0,1,0,0.0,0.0,0,15.7,0,13,6,0.857,31,1,,0,47.3,1,0.359,2,1,0,1,2,0,2,0,3.3,-16,7,0,1,1,1,1,84,1,Medium,Negative,6881,0.0,0.016,17170.0,19,0.0,37.4,0.9977659,HIGH,Digital engagement campaign | Financial advisory support | Cashback and rewards offer
136230,58,Male,Married,Graduate,2,Student,45120,Lower-Middle,$40K - $60K,Tier 1,East,Affluent,48,Branch,Lending,2,Salary,Blue,10813.93,1,0,169,1,1588.0,1732.0,12.49,1,49.67,3,13,8,5,94,596,15,0.568,0.5,1847.0,2238,1,1,1,0,1,0,0,0,0,0,4085,500.0,0.548,0,2,180058.0,8467.0,1,69.5,0,10,12,0.897,4,3,3.4,1,58.1,1,0.239,3,3,0,3,3,1,5,0,4.3,-23,3,0,2,1,1,0,210,1,High,Negative,3232,0.474,0.531,4737.0,22,2.2519,52.2,0.9974348,HIGH,Cashback and rewards offer
133406,55,Male,Single,Graduate,3,Salaried,134997,High,$120K +,Tier 2,West,HNI,36,Online,Lending,4,Savings,Silver,32124.23,1,0,66,1,3433.0,3363.0,17.49,5,827.58,3,13,7,2,95,9931,70,1.007,0.75,34516.0,0,1,0,1,1,1,0,0,0,0,1,34516,7442.0,0.0,1,2,123075.0,3195.0,4,10.2,0,19,3,0.88,38,1,,0,54.9,1,0.341,4,1,2,5,4,1,2,1,4.8,7,5,0,3,0,1,1,54,0,High,Negative,10602,0.008,0.046,10582.0,22,0.284,41.7,0.9941782,HIGH,Priority complaint resolution | Cashback and rewards offer | Relationship manager intervention
140793,60,Female,Single,High School,0,Self-Employed,43536,Lower-Middle,$40K - $60K,Tier 3,Central,Mass,55,Branch,Multi-Product,1,Salary,Blue,7279.98,0,2,46,0,9699.0,12643.0,10.2,3,155.08,2,9,6,2,162,1861,46,0.266,0.278,8365.0,2517,1,0,1,0,0,0,1,0,0,0,10882,1186.0,0.231,0,5,0.0,0.0,0,36.2,0,9,9,0.895,18,1,3.8,0,46.8,1,0.033,1,1,0,1,5,0,0,0,3.3,49,2,0,7,0,0,0,113,1,Low,Negative,2953,0.26,0.246,29624.0,18,0.0,39.7,0.97067654,HIGH,Digital engagement campaign | Cashback and rewards offer
140301,48,Male,Single,Unknown,4,Salaried,92706,Upper-Middle,$80K - $120K,Tier 1,Central,Affluent,36,Mobile App,Investment,3,Savings,Blue,12180.77,0,1,25,0,4918.0,4454.0,7.22,3,211.5,4,12,11,3,113,2538,42,0.995,0.4,31121.0,1717,1,0,1,0,1,0,0,1,0,1,32838,1708.0,0.052,0,0,42931.0,1798.0,3,35.9,1,11,3,0.867,78,0,2.9,1,58.9,1,0.261,3,36,0,0,3,0,4,1,2.5,2,5,0,3,1,1,0,161,1,High,Positive,7470,0.097,0.242,15854.0,14,0.2327,52.5,0.9920919,HIGH,Digital engagement campaign | Cashback and rewards offer | Relationship manager intervention
139480,48,Male,Married,College,4,Retired,99575,Upper-Middle,$80K - $120K,Tier 2,South,HNI,44,Referral,Premium,2,Current,Blue,13518.99,1,0,240,1,3274.0,3253.0,0.38,4,627.25,6,9,7,7,105,7527,58,0.559,0.657,8075.0,1449,1,1,1,1,1,1,0,1,0,0,9524,4508.0,0.152,1,0,24016.0,717.0,0,21.1,1,12,6,0.793,13,1,3.9,1,55.6,1,0.371,4,15,1,0,3,1,1,1,4.6,-14,3,0,4,2,1,0,14,0,High,Negative,8845,0.132,0.283,10086.0,18,0.0864,49.0,0.9749347,HIGH,Digital engagement campaign | Cashback and rewards offer | Relationship manager intervention
134455,57,Male,Single,Unknown,3,Business Owner,70696,Middle,$60K - $80K,Tier 2,North,Affluent,51,DSA,Premium,1,Current,Blue,16714.46,0,0,81,1,6163.0,7349.0,-3.25,6,667.0,2,15,4,2,207,8004,82,0.914,0.708,5859.0,0,1,1,1,0,0,1,0,0,1,1,5859,4022.0,0.0,1,1,184475.0,4777.0,3,46.1,0,13,7,0.913,3,1,3.0,0,48.5,1,0.4,3,7,0,1,1,2,2,0,1.4,-39,2,0,4,1,1,0,12,0,High,Negative,6010,0.117,0.061,18482.0,20,0.8109,42.6,0.9868241,HIGH,Cashback and rewards offer
140181,26,Female,Single,Post-Graduate,0,Self-Employed,22040,Low,Less than $40K,Tier 1,West,Mass,15,DSA,Multi-Product,3,NRE/NRO,Blue,800.1,0,0,4,0,11539.0,8836.0,26.58,2,94.5,3,13,7,4,71,1134,26,0.496,0.238,14.0,1428,1,0,1,0,0,0,1,0,0,0,1442,887.0,0.99,1,2,0.0,0.0,0,58.3,0,19,11,0.889,7,1,,0,52.4,1,0.288,4,1,0,2,3,0,5,1,2.4,1,0,0,5,1,1,0,17,1,Medium,Negative,1640,0.915,0.782,33607.0,30,0.0,45.0,0.9911476,HIGH,Financial advisory support | Cashback and rewards offer | Relationship manager intervention
140221,45,Male,Married,Graduate,4,Salaried,83430,Upper-Middle,$80K - $120K,Tier 2,West,HNI,35,Branch,Savings Only,2,Savings,Blue,8070.62,0,1,48,1,5507.0,4438.0,18.51,3,179.33,2,10,4,4,111,2152,46,0.462,0.438,22235.0,1307,1,0,1,0,0,0,0,0,0,1,23542,1130.0,0.056,0,3,0.0,0.0,0,49.5,0,10,5,0.9,20,0,,0,49.4,1,0.083,3,7,2,1,3,1,3,0,1.4,-22,2,0,2,3,1,0,6,0,Not Aware,Negative,5794,0.048,0.145,16425.0,15,0.0,38.1,0.9994802,HIGH,Priority complaint resolution | Digital engagement campaign | Cashback and rewards offer
136010,47,Female,Single,Unknown,3,Self-Employed,25840,Low,Less than $40K,Tier 3,East,Mass,35,DSA,Savings Only,4,Current,Blue,2687.25,1,0,48,0,10685.0,11232.0,6.69,4,160.83,1,9,4,10,100,1930,48,0.689,0.6,1774.0,628,0,1,1,1,0,0,0,0,0,0,2402,1131.0,0.261,1,0,223549.0,7947.0,2,21.4,0,10,8,0.958,23,1,,0,52.2,1,0.173,2,9,1,0,6,0,4,0,3.5,-27,3,0,2,0,1,0,89,0,Low,Negative,2070,0.278,0.305,31990.0,18,3.6906,41.8,0.9982526,HIGH,Digital engagement campaign | Cashback and rewards offer
136618,46,Female,Unknown,Uneducated,1,Homemaker,57736,Middle,Unknown,Tier 2,East,Mass,28,Online,Savings Only,5,Current,Blue,6429.52,0,0,93,0,11858.0,10491.0,25.18,4,229.5,4,11,6,9,87,2754,55,0.656,0.667,2069.0,0,1,0,1,0,0,0,1,0,1,0,2069,1831.0,0.0,0,1,0.0,0.0,0,28.9,0,4,7,0.867,20,1,1.7,0,42.6,1,0.167,2,10,0,2,6,0,3,0,3.2,-18,3,0,2,1,0,0,77,0,Medium,Negative,4733,0.004,0.081,36497.0,11,0.0,32.1,0.9983059,HIGH,Digital engagement campaign | Financial advisory support | Cashback and rewards offer
138500,59,Female,Divorced,Uneducated,2,Salaried,19527,Low,Less than $40K,Tier 2,East,Mass,36,Online,Lending,3,Savings,Blue,3494.86,0,0,365,1,3855.0,4396.0,11.06,3,205.17,4,15,4,7,94,2462,40,0.829,0.29,10.0,1853,1,1,1,0,0,0,0,0,0,0,1863,1410.0,0.995,1,4,0.0,0.0,0,68.5,0,9,6,0.867,28,2,,1,53.5,1,0.071,1,11,0,2,3,1,3,0,1.9,12,2,0,0,1,1,0,42,0,High,Negative,1379,0.946,0.83,11467.0,15,0.0,49.3,0.99922466,HIGH,Digital engagement campaign | Cashback and rewards offer
140752,43,Male,Married,High School,3,Business Owner,67345,Middle,$60K - $80K,Tier 3,South,Affluent,36,Branch,Premium,1,Savings,Blue,13418.62,0,0,31,1,11055.0,9558.0,20.68,2,76.33,6,10,6,6,112,916,33,0.639,0.32,8375.0,288,1,1,1,1,1,0,0,0,0,1,8663,500.0,0.033,0,2,66582.0,3246.0,0,76.8,1,8,9,0.786,20,2,1.8,1,54.7,1,0.311,1,3,0,0,3,0,2,0,3.7,-41,5,0,0,1,0,0,119,0,High,Negative,5183,0.028,0.065,34565.0,17,0.5784,50.8,0.9977639,HIGH,Digital engagement campaign | Financial advisory support | Cashback and rewards offer
140340,33,Female,Single,Graduate,2,Salaried,30622,Lower-Middle,Less than $40K,Tier 2,South,Mass,24,Mobile App,Investment,6,Current,Blue,2778.23,0,0,214,0,1000.0,1025.0,22.46,3,236.08,7,6,6,5,74,2833,43,0.983,0.654,1806.0,0,0,0,1,0,0,0,0,0,1,0,1806,1142.0,0.0,1,2,0.0,0.0,0,26.2,0,17,9,0.708,116,3,,0,44.4,1,0.274,1,7,0,5,3,0,3,0,4.8,-19,5,0,5,1,0,0,278,0,Medium,Negative,2672,0.015,0.03,2956.0,26,0.0,40.1,0.9932782,HIGH,Financial advisory support | Cashback and rewards offer
137548,38,Male,Married,Unknown,1,Salaried,54669,Middle,$40K - $60K,Tier 3,North,Affluent,18,Branch,Savings Only,1,Salary,Blue,4035.08,0,0,31,0,2865.0,3720.0,28.8,4,666.25,5,14,7,5,59,7995,56,0.873,0.806,7681.0,1983,1,0,1,0,1,0,0,0,1,0,9664,3814.0,0.205,0,1,153754.0,7368.0,3,70.9,0,20,9,0.839,15,1,,0,53.4,1,0.37,0,0,0,4,2,0,1,0,2.1,38,2,0,3,1,0,0,202,0,Medium,Negative,5168,0.127,0.286,8570.0,29,1.6173,43.0,0.9877285,HIGH,Financial advisory support | Cashback and rewards offer
138349,49,Female,Married,Post-Graduate,3,Homemaker,38493,Lower-Middle,Less than $40K,Tier 2,East,Affluent,35,Branch,Lending,3,Current,Blue,2021.02,0,1,63,1,10382.0,11756.0,29.23,3,223.92,5,12,7,6,101,2687,41,0.677,0.414,1914.0,0,1,1,1,1,0,0,0,0,0,1,1914,1964.0,0.0,0,3,29517.0,804.0,0,43.3,0,10,9,0.833,14,1,3.5,1,51.4,1,0.433,1,25,0,2,2,1,4,0,3.8,7,2,0,1,0,1,0,365,0,Medium,Positive,3814,0.0,0.15,30763.0,19,0.2506,51.0,0.99825364,HIGH,Digital engagement campaign | Financial advisory support | Cashback and rewards offer
140172,39,Female,Single,Uneducated,1,Salaried,65588,Middle,$40K - $60K,Tier 3,West,HNI,28,Referral,Lending,5,Savings,Blue,5888.55,1,0,51,1,1031.0,976.0,21.37,3,238.92,2,16,8,5,91,2867,42,0.897,0.556,3911.0,0,1,0,1,0,0,0,0,0,1,0,3911,1916.0,0.0,0,0,0.0,0.0,0,48.9,0,9,7,0.935,33,3,,0,48.8,1,0.29,1,8,0,2,6,1,3,0,3.7,47,6,0,5,0,1,0,69,0,Medium,Positive,7919,0.0,0.133,3114.0,16,0.0,35.4,0.9986222,HIGH,Digital engagement campaign | Financial advisory support | Cashback and rewards offer
137610,54,Male,Single,High School,4,Salaried,109895,Upper-Middle,$80K - $120K,Tier 3,South,Affluent,49,Mobile App,Savings Only,1,Savings,Silver,17574.61,0,0,76,1,8419.0,6317.0,27.34,1,100.08,1,14,7,5,113,1201,22,0.0,0.0,34302.0,214,1,0,1,0,1,0,0,0,1,0,34516,787.0,0.006,1,1,63837.0,2416.0,3,43.2,0,10,4,0.963,4,2,,0,52.5,1,0.405,1,4,0,0,4,5,4,0,4.2,62,5,0,2,2,1,0,281,0,High,Negative,11122,0.0,0.115,26008.0,14,0.2638,39.9,0.871231,HIGH,Digital engagement campaign | Financial advisory support | Cashback and rewards offer
135857,50,Female,Married,High School,4,Salaried,31533,Lower-Middle,Less than $40K,Tier 1,West,Mass,36,DSA,Multi-Product,1,Current,Blue,4082.44,0,1,22,0,2875.0,2086.0,-0.58,3,218.0,2,7,7,7,95,2616,47,0.791,0.469,3546.0,0,1,0,1,0,0,0,0,1,1,0,3546,1458.0,0.0,0,2,0.0,0.0,0,70.2,0,6,3,0.913,11,2,,0,45.1,1,0.091,4,18,1,2,2,0,5,1,3.2,42,4,0,1,0,0,0,13,0,High,Neutral,2795,0.099,0.177,8180.0,9,0.0,35.3,0.99953926,HIGH,Digital engagement campaign | Cashback and rewards offer | Relationship manager intervention
137224,47,Female,Single,Graduate,3,Self-Employed,24246,Low,Less than $40K,Tier 2,South,Affluent,39,Mobile App,Investment,3,Current,Blue,3043.92,0,0,139,1,6869.0,5923.0,19.18,2,206.33,7,8,8,7,116,2476,32,0.502,0.778,1438.3,0,0,0,1,1,0,0,0,0,0,0,1438,1506.0,0.0,0,0,125110.0,2654.0,3,9.4,0,17,10,0.767,32,1,2.7,0,45.3,1,0.304,0,0,0,2,3,0,6,0,1.7,7,3,0,4,0,1,0,26,0,Low,Neutral,1884,0.018,0.073,21390.0,27,1.3135,32.9,0.998796,HIGH,Cashback and rewards offer
134058,62,Female,Single,High School,1,Self-Employed,29314,Low,Less than $40K,Tier 1,West,HNI,36,Online,Investment,2,Savings,Blue,5577.08,0,0,365,1,7646.0,8098.0,0.7,3,164.25,5,19,10,3,97,1971,45,0.331,0.25,1930.0,0,1,0,1,0,0,0,1,1,1,0,1930,1010.0,0.0,1,0,0.0,0.0,0,57.7,0,17,10,0.865,8,0,3.4,0,50.3,1,0.302,0,0,0,1,4,0,4,0,3.2,9,4,0,4,1,1,0,23,0,High,Neutral,2501,0.08,0.133,23327.0,27,0.0,40.5,0.8938078,HIGH,Cashback and rewards offer
139226,52,Female,Single,Uneducated,3,Salaried,59631,Middle,$40K - $60K,Tier 2,South,Mass,36,DSA,Multi-Product,2,Current,Blue,8216.01,0,0,31,0,4692.0,3902.0,20.66,3,188.67,4,13,8,3,119,2264,39,0.374,0.56,470.0,1445,1,0,1,0,0,0,0,0,1,1,1915,1124.0,0.755,0,1,0.0,0.0,0,44.8,0,11,8,0.857,15,2,,0,47.9,1,0.658,1,8,0,1,3,0,4,0,3.9,-46,5,0,4,0,0,0,150,0,High,Negative,6348,0.751,0.689,14213.0,19,0.0,40.6,0.9985734,HIGH,Digital engagement campaign | Financial advisory support | Cashback and rewards offer
133150,43,Female,Unknown,High School,5,Self-Employed,57599,Middle,$40K - $60K,Tier 2,South,Affluent,24,Branch,Lending,3,Salary,Blue,4406.44,0,0,59,0,3493.0,2775.0,12.8,4,228.5,4,8,5,8,85,2742,49,1.046,0.4,2227.0,2203,0,0,1,0,0,1,0,1,1,0,4430,1829.0,0.497,0,2,61592.0,2513.0,3,13.4,1,10,11,0.84,56,1,4.0,0,45.8,1,0.128,6,1,2,2,2,0,1,2,2.6,4,0,0,3,2,0,0,365,0,Not Aware,Negative,5850,0.508,0.461,10460.0,21,0.5236,43.2,0.999204,HIGH,Priority complaint resolution | Cashback and rewards offer | Relationship manager intervention
139654,28,Female,Single,Graduate,1,Salaried,23738,Low,Less than $40K,Tier 2,South,HNI,36,DSA,Savings Only,4,Savings,Blue,1422.01,0,1,15,1,10238.0,9438.0,21.98,2,158.08,4,6,10,6,89,1897,35,0.299,0.25,1624.0,0,1,1,1,0,0,0,0,1,0,1,1624,1098.0,0.0,0,0,0.0,0.0,0,41.9,0,18,8,0.846,27,3,3.5,0,52.5,1,0.524,4,21,1,3,5,0,4,1,2.4,-17,1,0,4,1,1,0,154,0,Low,Negative,1826,0.02,0.14,31752.0,26,0.0,45.6,0.9963637,HIGH,Financial advisory support | Cashback and rewards offer | Relationship manager intervention
134667,38,Female,Single,High School,4,Homemaker,52521,Middle,$40K - $60K,Tier 1,Central,Mass,31,Referral,Savings Only,4,Savings,Blue,9033.95,0,0,87,0,1259.0,1426.0,-2.47,4,165.5,2,17,6,3,93,1986,52,0.406,0.486,1438.3,0,1,1,1,0,0,0,0,1,1,0,1438,1384.0,0.0,1,1,0.0,0.0,0,27.2,0,10,5,0.929,42,1,1.3,1,57.1,1,0.245,2,4,0,1,2,0,4,0,2.6,18,3,0,1,0,1,0,4,1,Medium,Negative,4695,0.031,0.196,3580.0,15,0.0,52.6,0.9986197,HIGH,Digital engagement campaign | Cashback and rewards offer
136516,32,Male,Married,Graduate,2,Salaried,57667,Middle,$40K - $60K,Tier 2,North,Affluent,22,Online,Investment,3,Salary,Blue,4109.05,0,1,49,1,4384.0,3162.0,25.66,1,73.83,2,10,6,3,116,886,21,0.363,0.4,4739.0,0,1,0,1,0,0,1,0,0,0,0,4739,628.0,0.0,1,1,156954.0,6127.0,1,49.8,0,21,8,0.905,67,0,2.6,1,63.5,1,0.582,1,18,0,3,5,0,3,0,4.0,-64,3,0,3,2,0,0,98,1,High,Negative,5867,0.0,0.021,12547.0,29,1.275,63.6,0.99118865,HIGH,Financial advisory support | Cashback and rewards offer
140616,35,Male,Married,Graduate,2,Business Owner,101523,Upper-Middle,$80K - $120K,Tier 3,North,Affluent,27,Online,Multi-Product,3,Savings,Blue,9702.67,0,0,22,1,6583.0,7990.0,16.78,1,65.58,2,10,5,9,76,787,21,0.393,0.167,12643.0,0,1,0,1,0,0,0,0,0,0,0,12643,624.0,0.0,1,1,0.0,0.0,0,55.7,0,16,5,0.923,11,1,,1,62.5,1,0.497,4,11,1,2,3,2,3,1,2.3,59,3,0,2,0,0,0,234,0,High,Negative,9255,0.0,0.125,19927.0,21,0.0,53.1,0.9974712,HIGH,Cashback and rewards offer | Relationship manager intervention
133497,50,Male,Married,Unknown,2,Salaried,123809,High,$120K +,Tier 3,North,HNI,36,Branch,Savings Only,6,Savings,Blue,6942.06,1,0,73,1,4466.0,6239.0,14.58,5,508.33,2,12,8,0,85,6100,61,0.204,0.564,15589.0,492,1,1,1,1,1,0,1,0,1,1,16081,4015.0,0.031,0,1,45508.0,1040.0,3,43.6,0,17,10,0.909,36,2,,0,51.1,1,0.665,6,21,2,1,2,1,4,0,2.5,-43,7,0,2,1,1,0,20,0,Medium,Neutral,9058,0.022,0.119,12569.0,27,0.1008,41.5,0.9983785,HIGH,Priority complaint resolution | Cashback and rewards offer
135287,44,Male,Unknown,Doctorate,2,Self-Employed,48266,Lower-Middle,$40K - $60K,Tier 3,South,HNI,36,Branch,Lending,5,Savings,Blue,3903.52,0,2,156,1,5434.0,5035.0,29.88,4,175.0,4,15,5,7,119,2100,54,0.602,0.588,1438.3,0,1,1,1,0,0,0,1,0,0,0,1438,1510.0,0.0,0,3,0.0,0.0,0,19.5,0,16,9,0.871,1,1,2.6,0,50.7,1,0.171,3,1,1,1,4,1,2,0,2.9,100,2,0,2,0,0,0,365,0,Not Aware,Negative,3821,0.041,0.009,16370.0,25,0.0,46.8,0.9961194,HIGH,Financial advisory support | Cashback and rewards offer
140025,47,Male,Single,Uneducated,3,Self-Employed,75051,Middle,$60K - $80K,Tier 1,North,Affluent,36,Online,Savings Only,3,Current,Blue,9009.18,1,1,226,1,1475.0,1939.0,26.85,3,160.0,2,13,8,5,87,1920,39,0.408,0.345,115.0,1544,1,0,1,1,0,0,0,0,0,0,1659,1042.0,0.931,0,1,80087.0,2203.0,2,36.3,0,14,10,0.929,85,1,,0,49.6,1,0.124,0,0,0,4,4,1,4,0,2.0,-1,3,0,4,2,1,1,97,1,High,Neutral,7164,0.833,0.813,4262.0,24,0.3522,42.4,0.99825186,HIGH,Financial advisory support | Cashback and rewards offer
135420,42,Male,Married,High School,5,Salaried,73622,Middle,$60K - $80K,Tier 1,West,Affluent,36,DSA,Multi-Product,1,Current,Blue,4474.63,0,0,1,1,2095.0,2315.0,9.4,3,236.08,5,17,7,2,60,2833,42,0.798,0.355,1866.0,0,1,0,1,0,1,0,0,0,1,0,1866,1175.0,0.0,0,3,59451.0,1695.0,2,32.6,0,13,4,0.839,56,2,3.0,1,57.2,1,0.166,1,20,0,1,3,0,2,0,5.0,27,2,0,1,1,0,0,141,0,High,Negative,6775,0.009,0.082,6365.0,17,0.2763,50.0,0.99875486,HIGH,Digital engagement campaign | Cashback and rewards offer
140509,40,Male,Single,Unknown,4,Salaried,64978,Middle,$60K - $80K,Tier 3,South,Affluent,30,DSA,Savings Only,4,Current,Blue,7318.27,0,0,100,0,2375.0,2234.0,27.3,5,400.25,2,10,9,8,105,4803,65,1.028,0.548,18975.0,0,1,0,1,0,0,0,0,0,1,1,18975,3528.0,0.0,0,0,0.0,0.0,0,38.6,0,12,9,0.931,11,1,,1,60.6,1,0.744,2,7,1,1,6,0,1,0,3.0,12,2,0,0,1,0,0,18,1,Medium,Neutral,4632,0.082,0.046,6984.0,21,0.0,54.7,0.9827862,HIGH,Financial advisory support | Cashback and rewards offer
135904,48,Male,Married,Unknown,2,Salaried,94884,Upper-Middle,$80K - $120K,Tier 1,North,Affluent,28,Online,Multi-Product,5,NRE/NRO,Blue,8687.19,0,1,73,1,8130.0,6146.0,25.59,4,200.0,3,14,8,8,67,2400,52,0.541,0.793,12073.0,0,0,1,1,0,1,1,0,0,1,1,12073,1360.0,0.0,0,3,58307.0,2291.0,0,50.0,1,13,8,0.909,26,1,5.0,1,60.7,1,0.012,1,12,0,0,3,1,3,0,1.4,-10,0,0,0,0,1,0,16,0,Medium,Positive,7894,0.051,0.0,23622.0,21,0.2897,57.8,0.998697,HIGH,Financial advisory support | Cashback and rewards offer
137030,43,Female,Married,Uneducated,4,Business Owner,36402,Lower-Middle,Less than $40K,Tier 2,South,Affluent,30,Branch,Investment,2,Savings,Blue,5343.3,0,1,310,0,7727.0,9186.0,11.47,4,285.25,2,9,6,3,61,3423,48,0.735,0.92,288.0,1794,1,0,1,0,0,0,0,0,1,0,2082,1376.0,0.862,1,1,0.0,0.0,0,65.6,0,16,8,0.9,20,4,,1,59.7,1,0.209,1,1,0,2,3,0,1,0,4.3,8,5,0,0,2,0,0,158,0,High,Positive,3492,0.78,0.697,21882.0,24,0.0,56.0,0.8111327,HIGH,Cashback and rewards offer
134410,43,Female,Unknown,High School,4,Homemaker,18000,Low,Less than $40K,Tier 3,North,Mass,31,DSA,Lending,6,Salary,Silver,1570.53,0,1,6,0,7407.0,9190.0,4.89,5,814.33,3,9,11,7,85,9772,71,1.046,0.775,13651.0,0,1,0,1,0,0,0,0,0,1,0,13651,6672.0,0.0,0,2,0.0,0.0,0,71.8,0,10,7,0.9,8,0,3.0,0,47.6,1,0.041,2,5,1,2,2,0,2,0,1.4,22,8,0,4,5,0,0,81,0,Medium,Negative,1205,0.0,0.104,21202.0,17,0.0,37.5,0.99124676,HIGH,Digital engagement campaign | Cashback and rewards offer
138931,51,Female,Married,High School,4,Salaried,26016,Low,Less than $40K,Tier 1,North,HNI,41,Branch,Savings Only,3,Current,Blue,2428.18,1,1,168,1,3829.0,4333.0,-4.5,4,215.33,3,15,4,3,100,2584,49,0.813,0.441,1851.0,940,1,0,1,0,0,0,0,1,1,0,2791,1970.0,0.337,0,0,0.0,0.0,0,59.8,0,11,9,0.88,24,5,,0,45.2,1,0.374,0,0,0,1,4,1,5,0,2.9,-34,6,0,3,2,0,0,115,0,High,Negative,2091,0.315,0.362,11602.0,20,0.0,37.0,0.9985891,HIGH,Cashback and rewards offer
